Status_Milestone_Guide_RNAs,Description,Authors,Sex,Data_Repository,Tissue_ID,Name,Status_Milestone_Germ_line_transmission,Tissue,Gene,Endpoint,Data_page_link,Data_Link,Expression_data,Assay_ID,Status_Milestone_Anatomic_survey,Status_Milestone_Embryo_injection,Repository_page_link,Data_Format,Provider_institution,Endpoint_detection,Status_Milestone_Validation_of_expression,Status_Milestone_Detailed_expression,PI,Status_Milestone_Mouse_available,MMRRC_ID,id,pharosReady
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002113,FLAG-GPR85-IRES-CRExAi9_kidney_female,Complete,kidney,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=kidney,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=kidney,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/416bf178-d935-4611-aa10-a3bc4161cf10,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002113,FLAG-GPR85-IRES-CRExAi9_kidney_male,Complete,kidney,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=kidney,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=kidney,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/6930d467-6580-4a07-aead-44f3f9925920,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002107,FLAG-GPR85-IRES-CRExAi9_liver_female,Complete,liver,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=liver,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=liver,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/49fe657e-d181-4adc-b2c5-53cbd5206104,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002107,FLAG-GPR85-IRES-CRExAi9_liver_male,Complete,liver,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=liver,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=liver,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/5c350d90-e441-4a0f-a054-38cf9155222c,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002048,FLAG-GPR85-IRES-CRExAi9_lung_female,Complete,lung,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=lung,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=lung,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/5955b3e5-7b9f-47ed-be6b-b0b817a6c0a7,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001134,FLAG-GPR85-IRES-CRExAi9_muscle_male,Complete,muscle organ,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=muscle,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=muscle,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/c744d0a1-aff3-4495-b172-0325ccf61eb3,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002048,FLAG-GPR85-IRES-CRExAi9_lung_male,Complete,lung,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=lung,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=lung,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/7c86b676-3470-4716-bc81-f0a978cded66,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001134,FLAG-GPR85-IRES-CRExAi9_muscle_female,Complete,muscle organ,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=muscle,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=muscle,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/f6fa1289-9203-4f6a-8c0b-e817914946bd,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000992,FLAG-GPR85-IRES-CRExAi9_ovary_female,Complete,ovary,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=ovary,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=ovary,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/fbdf39eb-5265-4003-8f65-8d25d75beeee,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001264,FLAG-GPR85-IRES-CRExAi9_pancreas_male,Complete,pancreas,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=pancreas,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=pancreas,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/c352d9cb-049b-4dcb-b64c-317a1667859e,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001264,FLAG-GPR85-IRES-CRExAi9_pancreas_female,Complete,pancreas,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=pancreas,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=pancreas,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/520d10a2-2aa8-4b79-a039-24d731c5f2c3,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002106,FLAG-GPR85-IRES-CRExAi9_spleen_male,Complete,spleen,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=spleen,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=spleen,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/a6c98421-ecc4-4bac-88c1-29b9bc17b549,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000945,FLAG-GPR85-IRES-CRExAi9_stomach_male,Complete,stomach,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=stomach,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=stomach,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/c9b73e83-f890-41ed-b7b7-451dc790dc4a,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002106,FLAG-GPR85-IRES-CRExAi9_spleen_female,Complete,spleen,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=spleen,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=spleen,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/c44c6560-cf53-4345-971d-5256d0d35ec1,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000473,FLAG-GPR85-IRES-CRExAi9_testes_male,Complete,testis,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=testes,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=testes,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/3cb0f53a-5b60-4089-92d3-6349d7ced50e,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002370,FLAG-GPR85-IRES-CRExAi9_thymus_female,Complete,thymus,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=thymus,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=thymus,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/6b86753c-2e33-43a2-ba1d-caf37d224b51,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000945,FLAG-GPR85-IRES-CRExAi9_stomach_female,Complete,stomach,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=stomach,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=stomach,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/03f83b3d-c5fe-4c3b-9a96-b58e57edde75,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001723,FLAG-GPR85-IRES-CRExAi9_tongue_male,Complete,tongue,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=tongue,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=tongue,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/4771beb8-8362-4416-a33b-4193e9a82735,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002370,FLAG-GPR85-IRES-CRExAi9_thymus_male,Complete,thymus,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=thymus,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=thymus,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/28d1e70e-926c-44af-8c87-79ef089c0287,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001255,pGPR68-CRExAi9_bladder_male,Complete,urinary bladder,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=bladder,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=bladder,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/89768de5-0dae-4c0a-ac88-28000f88b715,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001723,FLAG-GPR85-IRES-CRExAi9_tongue_female,Complete,tongue,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=tongue,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=tongue,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/62f33424-d946-4b73-a483-3b1dae9d43b4,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001255,pGPR68-CRExAi9_bladder_female,Complete,urinary bladder,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=bladder,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=bladder,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/caff38ca-a3b0-433b-9843-84cf0c2dd8ff,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000955,pGPR68-CRExAi9_Brain_female,Complete,brain,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=brain,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=brain,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/5c86fde6-2367-44f6-88e5-5b6a00584d00,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000955,pGPR68-CRExAi9_Brain_male,Complete,brain,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=brain,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=brain,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/3707e48a-23f8-4aac-9c2c-92f102cdb23c,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001153,pGPR68-CRExAi9_cecum_female,Complete,caecum,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=cecum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=cecum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/c0ab0543-dd14-493f-9e1a-31a791374dd1,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001153,pGPR68-CRExAi9_cecum_male,Complete,caecum,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=cecum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=cecum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/0628a7fa-2196-4e97-ab3a-df0036641cc6,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001155,pGPR68-CRExAi9_colon_male,Complete,colon,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=colon,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=colon,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/85c7adcc-b9f5-4ee6-b2c5-a71a97c6e01e,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002114,pGPR68-CRExAi9_duodenum_male,Complete,duodenum,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=duodenum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=duodenum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/415a4e1b-1ce0-4006-9fe5-6d23233a5c6c,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001155,pGPR68-CRExAi9_colon_female,Complete,colon,GPR68,fold change,http://amis.docking.org/lookups?gene_name=GPR68&organ_name=colon,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR68&organ=colon,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65281,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065281-UNC,https://repo.metadatacenter.org/template-instances/cf04afb7-a404-4190-9382-eaa86fca2852,true
